No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,Air Pollution Level (PM2.5),Air Pollution Level (PM10)
22027,2015,9,4,18,23.0,23.0,2.0,29.0,1000.0,92.0,19.6,1007.4,18.9,6.3,ESE,2.0,Tidak Berbahaya,Tidak Berbahaya
22028,2015,9,4,19,41.0,41.0,2.0,36.0,2000.0,63.0,19.4,1007.2,18.9,0.9,E,1.8,Tidak Berbahaya,Tidak Berbahaya
22029,2015,9,4,20,40.0,40.0,2.0,35.0,2100.0,56.0,19.4,1007.8,18.7,1.5,ESE,2.6,Tidak Berbahaya,Tidak Berbahaya
22030,2015,9,4,21,40.0,40.0,2.0,29.0,1900.0,62.0,19.5,1008.0,18.8,1.2,ESE,2.9,Tidak Berbahaya,Tidak Berbahaya
22031,2015,9,4,22,29.0,29.0,2.0,19.0,1200.0,84.0,19.2,1007.7,18.4,1.8,SE,3.0,Tidak Berbahaya,Tidak Berbahaya
22032,2015,9,4,23,19.0,19.0,2.0,21.0,800.0,84.0,18.8,1007.2,18.1,1.6,ESE,2.8,Tidak Berbahaya,Tidak Berbahaya
22033,2015,9,5,0,13.0,13.0,2.0,22.0,900.0,76.0,18.6,1006.8,18.1,3.2,ESE,2.7,Tidak Berbahaya,Tidak Berbahaya
22034,2015,9,5,1,14.0,14.0,2.0,16.0,800.0,85.0,18.3,1006.3,17.7,1.6,ESE,2.8,Tidak Berbahaya,Tidak Berbahaya
22035,2015,9,5,2,14.0,14.0,2.0,11.0,700.0,92.0,18.4,1005.9,17.4,0.5,ESE,2.0,Tidak Berbahaya,Tidak Berbahaya
22036,2015,9,5,3,26.0,26.0,2.0,10.0,700.0,93.0,17.9,1005.7,16.9,1.0,ESE,2.3,Tidak Berbahaya,Tidak Berbahaya
22037,2015,9,5,4,22.0,22.0,2.0,14.0,600.0,82.0,17.8,1005.3,17.3,1.4,E,2.2,Tidak Berbahaya,Tidak Berbahaya
22038,2015,9,5,5,19.0,19.0,2.0,12.0,600.0,84.0,17.8,1005.1,17.2,0.3,E,2.5,Tidak Berbahaya,Tidak Berbahaya
22039,2015,9,5,6,23.0,23.0,2.0,12.0,700.0,88.0,17.9,1005.4,17.6,4.1,ESE,2.1,Tidak Berbahaya,Tidak Berbahaya
22040,2015,9,5,7,22.0,22.0,2.0,20.0,800.0,71.0,17.7,1005.8,17.4,3.4,ESE,2.6,Tidak Berbahaya,Tidak Berbahaya
22041,2015,9,5,8,16.0,16.0,2.0,24.0,800.0,73.0,17.7,1005.9,17.4,2.6,ESE,2.1,Tidak Berbahaya,Tidak Berbahaya
22042,2015,9,5,9,10.0,10.0,2.0,21.0,700.0,85.0,17.8,1006.2,17.5,2.3,ESE,2.2,Tidak Berbahaya,Tidak Berbahaya
22043,2015,9,5,10,13.0,13.0,2.0,23.0,800.0,79.0,17.9,1006.6,17.1,0.5,E,2.6,Tidak Berbahaya,Tidak Berbahaya
22044,2015,9,5,11,23.0,23.0,2.0,23.0,1100.0,75.0,18.1,1006.7,16.9,0.1,ENE,1.5,Tidak Berbahaya,Tidak Berbahaya
22045,2015,9,5,12,23.0,23.0,2.0,24.0,1100.0,76.0,17.7,1006.8,16.4,0.0,E,2.2,Tidak Berbahaya,Tidak Berbahaya
22046,2015,9,5,13,24.0,24.0,2.0,24.0,900.0,78.0,17.5,1006.7,14.9,0.0,ESE,2.6,Tidak Berbahaya,Tidak Berbahaya
22047,2015,9,5,14,15.0,15.0,2.0,18.0,600.0,95.0,18.0,1007.1,14.9,0.0,SSW,0.9,Tidak Berbahaya,Tidak Berbahaya
22048,2015,9,5,15,8.0,8.0,2.0,15.0,500.0,99.0,17.6,1007.1,14.5,0.1,ESE,2.1,Tidak Berbahaya,Tidak Berbahaya
22049,2015,9,5,16,10.0,10.0,2.0,22.0,600.0,88.0,18.6,1006.9,15.1,0.0,WNW,1.1,Tidak Berbahaya,Tidak Berbahaya
22050,2015,9,5,17,15.0,21.0,2.0,39.0,700.0,65.0,17.9,1007.4,15.9,0.0,NW,2.1,Tidak Berbahaya,Tidak Berbahaya
22051,2015,9,5,18,17.0,18.0,2.0,37.0,800.0,68.0,17.9,1007.6,15.3,0.0,WNW,2.0,Tidak Berbahaya,Tidak Berbahaya
22052,2015,9,5,19,23.0,25.0,2.0,38.0,800.0,54.0,17.7,1008.0,15.7,0.1,WNW,1.6,Tidak Berbahaya,Tidak Berbahaya
22053,2015,9,5,20,22.0,24.0,2.0,39.0,800.0,53.0,17.6,1008.7,15.8,0.1,WNW,1.2,Tidak Berbahaya,Tidak Berbahaya
22054,2015,9,5,21,21.0,23.0,2.0,36.0,800.0,49.0,17.9,1008.8,15.5,0.0,NW,1.4,Tidak Berbahaya,Tidak Berbahaya
22055,2015,9,5,22,28.0,28.0,2.0,49.0,800.0,39.0,18.4,1008.4,14.9,0.0,WNW,2.8,Tidak Berbahaya,Tidak Berbahaya
22056,2015,9,5,23,22.0,22.0,2.0,42.0,800.0,37.0,18.7,1008.4,14.6,0.0,NNW,1.1,Tidak Berbahaya,Tidak Berbahaya
22057,2015,9,6,0,13.0,21.0,2.0,33.0,700.0,40.0,18.9,1008.4,14.4,0.0,NW,2.0,Tidak Berbahaya,Tidak Berbahaya
22058,2015,9,6,1,18.0,18.0,2.0,38.0,700.0,42.0,18.8,1008.5,14.7,0.0,NNW,1.6,Tidak Berbahaya,Tidak Berbahaya
22059,2015,9,6,2,12.0,12.0,2.0,22.0,600.0,56.0,18.1,1008.5,15.0,0.0,NE,0.8,Tidak Berbahaya,Tidak Berbahaya
22060,2015,9,6,3,8.0,15.0,2.0,22.0,600.0,46.0,18.2,1008.7,14.9,0.0,NNE,1.0,Tidak Berbahaya,Tidak Berbahaya
22061,2015,9,6,4,14.0,14.0,2.0,27.0,600.0,37.0,17.7,1008.9,15.3,0.0,NE,1.0,Tidak Berbahaya,Tidak Berbahaya
22062,2015,9,6,5,12.0,12.0,2.0,35.0,600.0,39.0,17.9,1009.0,15.5,0.0,NNE,0.7,Tidak Berbahaya,Tidak Berbahaya
22063,2015,9,6,6,12.0,12.0,2.0,30.0,600.0,41.0,17.3,1009.5,15.6,0.0,ENE,1.0,Tidak Berbahaya,Tidak Berbahaya
22064,2015,9,6,7,13.0,16.0,2.0,37.0,600.0,31.0,18.6,1010.0,15.8,0.0,NNW,0.6,Tidak Berbahaya,Tidak Berbahaya
22065,2015,9,6,8,16.0,24.0,2.0,42.0,900.0,27.0,20.2,1010.4,16.2,0.0,NNW,1.1,Tidak Berbahaya,Tidak Berbahaya
22066,2015,9,6,9,15.0,21.0,2.0,30.0,1000.0,42.0,22.7,1010.6,16.0,0.0,NNE,2.0,Tidak Berbahaya,Tidak Berbahaya
22067,2015,9,6,10,12.0,31.0,2.0,27.0,600.0,51.0,23.7,1010.8,16.2,0.0,NNE,1.7,Tidak Berbahaya,Tidak Berbahaya
22068,2015,9,6,11,14.0,21.0,2.0,23.0,600.0,71.0,24.6,1010.3,15.2,0.0,NE,1.4,Tidak Berbahaya,Tidak Berbahaya
22069,2015,9,6,12,16.0,29.0,3.0,27.0,700.0,87.0,25.9,1009.7,14.7,0.0,WSW,1.7,Tidak Berbahaya,Tidak Berbahaya
22070,2015,9,6,13,20.0,33.0,3.0,32.0,700.0,91.0,26.2,1009.3,14.0,0.0,WSW,2.5,Tidak Berbahaya,Tidak Berbahaya
22071,2015,9,6,14,16.0,22.0,2.0,25.0,600.0,109.0,26.9,1008.9,13.6,0.0,NW,2.1,Tidak Berbahaya,Tidak Berbahaya
22072,2015,9,6,15,16.0,16.0,2.0,17.0,500.0,123.0,27.4,1008.4,13.0,0.0,WSW,2.2,Tidak Berbahaya,Tidak Berbahaya
22073,2015,9,6,16,15.0,27.0,2.0,22.0,500.0,127.0,27.6,1007.9,11.6,0.0,WSW,1.9,Tidak Berbahaya,Tidak Berbahaya
22074,2015,9,6,17,15.0,26.0,2.0,23.0,600.0,125.0,27.8,1007.9,11.8,0.0,WSW,1.2,Tidak Berbahaya,Tidak Berbahaya
22075,2015,9,6,18,15.0,34.0,2.0,26.0,600.0,130.0,26.7,1007.8,12.7,0.0,WSW,1.3,Tidak Berbahaya,Tidak Berbahaya
22076,2015,9,6,19,20.0,54.0,2.0,37.0,700.0,112.0,24.7,1007.8,13.3,0.0,W,1.5,Tidak Berbahaya,Berbahaya
22077,2015,9,6,20,27.0,64.0,2.0,54.0,800.0,69.0,23.5,1008.3,14.8,0.0,WSW,1.5,Tidak Berbahaya,Berbahaya
22078,2015,9,6,21,33.0,63.0,2.0,64.0,900.0,41.0,23.2,1008.7,13.9,0.0,WSW,1.8,Tidak Berbahaya,Berbahaya
22079,2015,9,6,22,32.0,61.0,2.0,66.0,900.0,29.0,22.5,1008.8,14.9,0.0,WSW,1.4,Tidak Berbahaya,Berbahaya
22080,2015,9,6,23,29.0,52.0,2.0,73.0,900.0,11.0,20.6,1008.5,15.6,0.0,W,1.0,Tidak Berbahaya,Berbahaya
22081,2015,9,7,0,30.0,57.0,2.0,80.0,900.0,2.0,19.2,1008.6,16.6,0.0,W,1.1,Tidak Berbahaya,Berbahaya
22082,2015,9,7,1,28.0,52.0,2.0,69.0,900.0,2.0,18.1,1009.0,16.6,0.0,ESE,0.4,Tidak Berbahaya,Berbahaya
22083,2015,9,7,2,25.0,36.0,2.0,60.0,800.0,2.0,17.4,1008.8,16.3,0.0,ESE,0.8,Tidak Berbahaya,Tidak Berbahaya
22084,2015,9,7,3,23.0,32.0,2.0,55.0,700.0,2.0,17.0,1008.9,16.0,0.0,E,0.7,Tidak Berbahaya,Tidak Berbahaya
22085,2015,9,7,4,29.0,41.0,2.0,49.0,800.0,2.0,16.5,1009.3,15.9,0.0,ENE,0.4,Tidak Berbahaya,Tidak Berbahaya
22086,2015,9,7,5,26.0,30.0,2.0,45.0,900.0,2.0,16.7,1009.6,16.2,0.0,NE,0.8,Tidak Berbahaya,Tidak Berbahaya
22087,2015,9,7,6,21.0,33.0,2.0,56.0,800.0,2.0,16.4,1009.8,15.8,0.0,E,0.8,Tidak Berbahaya,Tidak Berbahaya
22088,2015,9,7,7,22.0,45.0,2.0,43.0,700.0,11.0,18.7,1010.3,15.9,0.0,ENE,1.1,Tidak Berbahaya,Tidak Berbahaya
22089,2015,9,7,8,19.0,26.0,2.0,35.0,600.0,24.0,20.7,1010.3,15.9,0.0,NE,1.3,Tidak Berbahaya,Tidak Berbahaya
22090,2015,9,7,9,19.0,32.0,2.0,36.0,700.0,36.0,22.4,1010.3,15.0,0.0,NNE,2.0,Tidak Berbahaya,Tidak Berbahaya
22091,2015,9,7,10,19.0,31.0,2.0,37.0,700.0,49.0,24.4,1010.1,16.4,0.0,ESE,0.7,Tidak Berbahaya,Tidak Berbahaya
22092,2015,9,7,11,18.0,32.0,2.0,33.0,700.0,73.0,25.9,1009.6,15.3,0.0,W,1.0,Tidak Berbahaya,Tidak Berbahaya
22093,2015,9,7,12,23.0,41.0,2.0,36.0,700.0,93.0,27.2,1008.8,15.6,0.0,SSE,1.9,Tidak Berbahaya,Tidak Berbahaya
22094,2015,9,7,13,24.0,38.0,2.0,31.0,700.0,119.0,27.7,1008.4,14.7,0.0,WSW,1.9,Tidak Berbahaya,Tidak Berbahaya
22095,2015,9,7,14,19.0,33.0,2.0,18.0,600.0,147.0,28.5,1008.4,14.0,0.0,WNW,1.8,Tidak Berbahaya,Tidak Berbahaya
22096,2015,9,7,15,18.0,26.0,2.0,16.0,600.0,150.0,28.7,1008.1,14.9,0.0,WSW,2.3,Tidak Berbahaya,Tidak Berbahaya
22097,2015,9,7,16,14.0,18.0,2.0,15.0,500.0,145.0,28.7,1007.9,13.8,0.0,S,1.8,Tidak Berbahaya,Tidak Berbahaya
22098,2015,9,7,17,16.0,38.0,2.0,21.0,600.0,140.0,28.0,1008.1,14.3,0.0,S,2.3,Tidak Berbahaya,Tidak Berbahaya
22099,2015,9,7,18,21.0,46.0,2.0,26.0,600.0,135.0,26.9,1008.1,14.6,0.0,SSW,3.1,Tidak Berbahaya,Tidak Berbahaya
22100,2015,9,7,19,27.0,52.0,2.0,35.0,700.0,128.0,25.8,1008.3,14.6,0.0,SSW,2.3,Tidak Berbahaya,Berbahaya
22101,2015,9,7,20,29.0,59.0,2.0,41.0,800.0,118.0,25.3,1009.2,12.8,0.0,SW,2.2,Tidak Berbahaya,Berbahaya
22102,2015,9,7,21,27.0,67.0,2.0,50.0,800.0,93.0,24.3,1009.7,12.9,0.0,S,1.3,Tidak Berbahaya,Berbahaya
22103,2015,9,7,22,30.0,68.0,3.0,49.0,800.0,88.0,24.1,1009.8,13.3,0.0,SSW,1.4,Tidak Berbahaya,Berbahaya
22104,2015,9,7,23,33.0,74.0,3.0,49.0,800.0,79.0,23.1,1009.8,14.1,0.0,SSW,0.9,Tidak Berbahaya,Berbahaya
22105,2015,9,8,0,39.0,79.0,2.0,50.0,800.0,63.0,20.4,1009.8,15.4,0.0,SSE,0.7,Tidak Berbahaya,Berbahaya
22106,2015,9,8,1,49.0,82.0,2.0,56.0,900.0,48.0,19.1,1009.9,16.1,0.0,SSE,0.4,Tidak Berbahaya,Berbahaya
22107,2015,9,8,2,51.0,79.0,2.0,55.0,900.0,43.0,18.3,1009.9,16.1,0.0,SW,0.2,Berbahaya,Berbahaya
22108,2015,9,8,3,57.0,78.0,2.0,46.0,800.0,44.0,17.5,1009.9,16.0,0.0,ESE,0.9,Berbahaya,Berbahaya
22109,2015,9,8,4,65.0,89.0,2.0,48.0,900.0,30.0,17.1,1010.1,16.0,0.0,SW,0.1,Berbahaya,Berbahaya
22110,2015,9,8,5,74.0,88.0,2.0,54.0,900.0,18.0,16.9,1010.4,15.8,0.0,NE,0.8,Berbahaya,Berbahaya
22111,2015,9,8,6,79.0,90.0,2.0,53.0,1000.0,12.0,16.7,1010.9,16.1,0.0,NNE,1.1,Berbahaya,Berbahaya
22112,2015,9,8,7,80.0,109.0,2.0,62.0,1200.0,4.0,18.6,1011.4,16.7,0.0,NE,1.1,Berbahaya,Berbahaya
22113,2015,9,8,8,59.0,92.0,2.0,81.0,1300.0,7.0,20.5,1011.3,16.7,0.0,ENE,1.1,Berbahaya,Berbahaya
22114,2015,9,8,9,72.0,106.0,3.0,92.0,1300.0,19.0,22.2,1011.2,17.1,0.0,ENE,1.7,Berbahaya,Berbahaya
22115,2015,9,8,10,76.0,110.0,5.0,88.0,1200.0,41.0,23.9,1011.5,17.4,0.0,ENE,1.1,Berbahaya,Berbahaya
22116,2015,9,8,11,60.0,60.0,14.0,70.0,1000.0,92.0,25.8,1011.0,16.4,0.0,S,1.7,Berbahaya,Berbahaya
22117,2015,9,8,12,44.0,75.0,16.0,43.0,800.0,142.0,26.7,1010.8,12.7,0.0,WSW,3.7,Tidak Berbahaya,Berbahaya
22118,2015,9,8,13,34.0,50.0,11.0,20.0,600.0,168.0,26.2,1010.4,11.9,0.0,WSW,2.6,Tidak Berbahaya,Tidak Berbahaya
22119,2015,9,8,14,36.0,54.0,11.0,19.0,700.0,169.0,27.4,1010.3,11.4,0.0,SSW,2.0,Tidak Berbahaya,Berbahaya
22120,2015,9,8,15,30.0,42.0,8.0,21.0,700.0,164.0,26.2,1010.2,11.1,0.0,SSW,2.3,Tidak Berbahaya,Tidak Berbahaya
22121,2015,9,8,16,33.0,59.0,9.0,27.0,700.0,165.0,25.8,1010.1,11.5,0.0,SW,2.1,Tidak Berbahaya,Berbahaya
22122,2015,9,8,17,42.0,77.0,10.0,31.0,800.0,162.0,25.4,1010.2,12.3,0.0,S,1.4,Tidak Berbahaya,Berbahaya
22123,2015,9,8,18,44.0,83.0,11.0,38.0,800.0,156.0,25.0,1010.6,13.5,0.0,SSE,0.9,Tidak Berbahaya,Berbahaya
22124,2015,9,8,19,51.0,93.0,7.0,44.0,900.0,132.0,23.1,1010.7,15.2,0.0,ESE,1.2,Berbahaya,Berbahaya
22125,2015,9,8,20,68.0,119.0,5.0,58.0,1200.0,113.0,22.8,1011.5,15.6,0.0,SSE,0.8,Berbahaya,Berbahaya
22126,2015,9,8,21,72.0,116.0,4.0,54.0,1200.0,109.0,22.1,1012.0,16.4,0.0,SSE,0.5,Berbahaya,Berbahaya
22127,2015,9,8,22,81.0,118.0,4.0,71.0,1400.0,84.0,21.3,1012.6,16.9,0.0,NE,0.3,Berbahaya,Berbahaya
22128,2015,9,8,23,87.0,117.0,2.0,75.0,1500.0,58.0,20.6,1012.5,17.0,0.0,ESE,0.8,Berbahaya,Berbahaya
22129,2015,9,9,0,87.0,106.0,2.0,79.0,1600.0,44.0,21.4,1012.8,16.4,0.0,NE,1.1,Berbahaya,Berbahaya
22130,2015,9,9,1,87.0,111.0,2.0,108.0,1700.0,14.0,20.2,1012.7,17.6,0.0,ESE,0.8,Berbahaya,Berbahaya
22131,2015,9,9,2,76.0,117.0,2.0,109.0,1400.0,2.0,20.1,1012.7,17.7,0.0,ENE,0.8,Berbahaya,Berbahaya
22132,2015,9,9,3,72.0,106.0,3.0,106.0,1200.0,3.0,20.4,1012.8,16.0,0.0,ENE,1.3,Berbahaya,Berbahaya
22133,2015,9,9,4,65.0,85.0,3.0,56.0,900.0,39.0,20.5,1012.8,15.5,0.0,ENE,1.2,Berbahaya,Berbahaya
22134,2015,9,9,5,66.0,77.0,3.0,53.0,900.0,44.0,19.8,1013.2,15.9,0.0,E,0.7,Berbahaya,Berbahaya
22135,2015,9,9,6,60.0,70.0,2.0,60.0,900.0,44.0,19.6,1013.7,15.7,0.0,NNE,1.0,Berbahaya,Berbahaya
22136,2015,9,9,7,47.0,61.0,2.0,41.0,900.0,74.0,20.5,1014.2,14.6,0.0,N,1.6,Tidak Berbahaya,Berbahaya
22137,2015,9,9,8,43.0,66.0,2.0,44.0,900.0,76.0,21.3,1014.8,14.2,0.0,N,1.5,Tidak Berbahaya,Berbahaya
22138,2015,9,9,9,46.0,79.0,3.0,65.0,1000.0,42.0,22.0,1015.4,15.4,0.0,NNE,1.4,Tidak Berbahaya,Berbahaya
22139,2015,9,9,10,40.0,72.0,4.0,67.0,1100.0,25.0,23.1,1015.7,15.9,0.0,N,1.6,Tidak Berbahaya,Berbahaya
22140,2015,9,9,11,43.0,76.0,4.0,68.0,1100.0,25.0,24.2,1015.6,15.7,0.0,N,2.5,Tidak Berbahaya,Berbahaya
22141,2015,9,9,12,30.0,44.0,3.0,38.0,800.0,66.0,24.6,1015.4,15.0,0.0,ENE,2.6,Tidak Berbahaya,Tidak Berbahaya
22142,2015,9,9,13,31.0,42.0,3.0,26.0,700.0,102.0,25.3,1014.9,16.2,0.0,ENE,1.8,Tidak Berbahaya,Tidak Berbahaya
22143,2015,9,9,14,29.0,50.0,5.0,19.0,700.0,137.0,24.8,1015.2,15.7,0.0,NE,2.2,Tidak Berbahaya,Tidak Berbahaya
22144,2015,9,9,15,23.0,32.0,3.0,20.0,600.0,102.0,24.0,1015.2,15.8,0.0,ENE,2.4,Tidak Berbahaya,Tidak Berbahaya
22145,2015,9,9,16,17.0,35.0,3.0,22.0,600.0,82.0,23.3,1015.4,15.1,0.0,NE,2.6,Tidak Berbahaya,Tidak Berbahaya
22146,2015,9,9,17,12.0,26.0,2.0,19.0,500.0,69.0,22.5,1015.8,14.9,0.0,NE,2.6,Tidak Berbahaya,Tidak Berbahaya
22147,2015,9,9,18,10.0,25.0,2.0,20.0,500.0,56.0,21.9,1016.4,14.5,0.0,NE,1.9,Tidak Berbahaya,Tidak Berbahaya
22148,2015,9,9,19,9.0,25.0,2.0,25.0,500.0,43.0,21.4,1016.7,14.3,0.0,NE,1.9,Tidak Berbahaya,Tidak Berbahaya
22149,2015,9,9,20,11.0,25.0,2.0,25.0,500.0,37.0,21.0,1017.5,13.9,0.0,NE,2.3,Tidak Berbahaya,Tidak Berbahaya
22150,2015,9,9,21,11.0,20.0,2.0,22.0,500.0,36.0,20.7,1018.3,13.6,0.0,NNE,2.2,Tidak Berbahaya,Tidak Berbahaya
22151,2015,9,9,22,12.0,16.0,2.0,22.0,500.0,33.0,19.3,1018.3,14.1,0.1,NNE,2.1,Tidak Berbahaya,Tidak Berbahaya
22152,2015,9,9,23,10.0,11.0,2.0,21.0,500.0,34.0,19.3,1018.4,14.1,0.0,ESE,0.9,Tidak Berbahaya,Tidak Berbahaya
22153,2015,9,10,0,8.0,13.0,2.0,19.0,500.0,43.0,19.7,1018.5,12.5,0.0,NNE,1.5,Tidak Berbahaya,Tidak Berbahaya
22154,2015,9,10,1,9.0,9.0,2.0,26.0,500.0,33.0,19.6,1018.2,12.1,0.0,NE,1.5,Tidak Berbahaya,Tidak Berbahaya
22155,2015,9,10,2,9.0,10.0,2.0,28.0,500.0,35.0,19.3,1018.1,12.6,0.0,ENE,0.8,Tidak Berbahaya,Tidak Berbahaya
22156,2015,9,10,3,5.0,5.0,2.0,24.0,400.0,37.0,19.4,1018.2,11.4,0.0,ENE,1.0,Tidak Berbahaya,Tidak Berbahaya
22157,2015,9,10,4,8.0,8.0,2.0,19.0,400.0,41.0,19.0,1018.2,12.3,0.0,NE,0.5,Tidak Berbahaya,Tidak Berbahaya
22158,2015,9,10,5,5.0,5.0,2.0,24.0,400.0,32.0,18.9,1018.0,12.2,0.0,ENE,1.0,Tidak Berbahaya,Tidak Berbahaya
22159,2015,9,10,6,5.0,8.0,2.0,24.0,400.0,29.0,19.0,1018.1,11.1,0.0,N,1.7,Tidak Berbahaya,Tidak Berbahaya
22160,2015,9,10,7,4.0,44.0,2.0,21.0,400.0,23.0,17.3,1018.3,14.2,0.4,E,0.9,Tidak Berbahaya,Tidak Berbahaya
22161,2015,9,10,8,8.0,8.0,2.0,30.0,500.0,11.0,17.5,1018.2,13.2,0.0,NNE,1.3,Tidak Berbahaya,Tidak Berbahaya
22162,2015,9,10,9,8.0,8.0,2.0,35.0,600.0,10.0,18.1,1017.9,12.5,0.0,N,2.5,Tidak Berbahaya,Tidak Berbahaya
22163,2015,9,10,10,7.0,25.0,2.0,33.0,600.0,16.0,18.0,1018.2,14.5,0.2,NNW,1.7,Tidak Berbahaya,Tidak Berbahaya
22164,2015,9,10,11,14.0,20.0,2.0,36.0,600.0,18.0,17.8,1018.5,13.7,0.1,NNW,2.6,Tidak Berbahaya,Tidak Berbahaya
22165,2015,9,10,12,10.0,23.0,2.0,30.0,600.0,29.0,16.7,1019.2,13.4,0.7,NW,2.5,Tidak Berbahaya,Tidak Berbahaya
22166,2015,9,10,13,11.0,11.0,2.0,29.0,600.0,34.0,16.6,1018.5,12.7,0.6,NW,2.0,Tidak Berbahaya,Tidak Berbahaya
22167,2015,9,10,14,10.0,13.0,2.0,32.0,600.0,31.0,16.6,1017.8,11.9,0.4,NNW,1.9,Tidak Berbahaya,Tidak Berbahaya
22168,2015,9,10,15,8.0,9.0,2.0,34.0,600.0,28.0,16.5,1016.8,12.1,0.0,NNW,2.3,Tidak Berbahaya,Tidak Berbahaya
22169,2015,9,10,16,14.0,14.0,2.0,34.0,500.0,29.0,16.2,1016.3,12.7,0.0,NW,1.9,Tidak Berbahaya,Tidak Berbahaya
22170,2015,9,10,17,5.0,5.0,2.0,33.0,500.0,39.0,15.9,1015.9,12.1,0.6,NW,2.4,Tidak Berbahaya,Tidak Berbahaya
22171,2015,9,10,18,9.0,11.0,2.0,35.0,500.0,42.0,14.7,1016.1,11.5,0.9,NW,3.1,Tidak Berbahaya,Tidak Berbahaya
22172,2015,9,10,19,6.0,13.0,2.0,35.0,600.0,42.0,14.0,1015.9,11.3,1.2,NNW,2.3,Tidak Berbahaya,Tidak Berbahaya
22173,2015,9,10,20,6.0,13.0,2.0,29.0,500.0,47.0,13.7,1016.6,11.6,1.5,NNW,2.4,Tidak Berbahaya,Tidak Berbahaya
22174,2015,9,10,21,7.0,8.0,2.0,30.0,500.0,49.0,13.9,1016.6,11.6,0.3,NW,2.1,Tidak Berbahaya,Tidak Berbahaya
22175,2015,9,10,22,5.0,5.0,2.0,27.0,500.0,50.0,14.1,1016.2,12.0,0.0,NE,1.6,Tidak Berbahaya,Tidak Berbahaya
22176,2015,9,10,23,8.0,8.0,2.0,27.0,500.0,45.0,14.3,1015.7,11.4,0.0,NNE,1.3,Tidak Berbahaya,Tidak Berbahaya
22177,2015,9,11,0,11.0,11.0,2.0,26.0,500.0,42.0,13.9,1015.2,10.7,0.1,NNE,1.2,Tidak Berbahaya,Tidak Berbahaya
22178,2015,9,11,1,10.0,10.0,2.0,29.0,500.0,35.0,13.8,1014.6,11.7,0.1,WNW,1.2,Tidak Berbahaya,Tidak Berbahaya
22179,2015,9,11,2,11.0,11.0,2.0,25.0,400.0,36.0,13.8,1013.9,11.1,0.0,WNW,1.6,Tidak Berbahaya,Tidak Berbahaya
22180,2015,9,11,3,7.0,7.0,2.0,16.0,300.0,49.0,14.2,1013.8,10.8,0.0,WNW,1.7,Tidak Berbahaya,Tidak Berbahaya
22181,2015,9,11,4,4.0,5.0,2.0,16.0,300.0,47.0,14.6,1013.4,10.8,0.0,NNW,0.9,Tidak Berbahaya,Tidak Berbahaya
22182,2015,9,11,5,5.0,5.0,2.0,16.0,300.0,45.0,14.6,1013.1,11.0,0.0,WNW,1.6,Tidak Berbahaya,Tidak Berbahaya
22183,2015,9,11,6,4.0,5.0,2.0,17.0,300.0,45.0,14.8,1013.2,11.0,0.0,N,0.8,Tidak Berbahaya,Tidak Berbahaya
22184,2015,9,11,7,4.0,7.0,2.0,23.0,400.0,35.0,14.9,1013.3,11.1,0.0,WNW,1.2,Tidak Berbahaya,Tidak Berbahaya
22185,2015,9,11,8,8.0,8.0,2.0,29.0,500.0,38.0,16.5,1013.2,10.6,0.0,NNW,2.0,Tidak Berbahaya,Tidak Berbahaya
22186,2015,9,11,9,7.0,13.0,2.0,30.0,500.0,38.0,17.5,1013.0,10.6,0.0,NNE,2.3,Tidak Berbahaya,Tidak Berbahaya
22187,2015,9,11,10,7.0,17.0,2.0,28.0,400.0,41.0,19.3,1012.9,10.8,0.0,NNE,2.5,Tidak Berbahaya,Tidak Berbahaya
22188,2015,9,11,11,7.0,11.0,2.0,18.0,400.0,57.0,19.6,1012.4,10.0,0.0,NNW,3.7,Tidak Berbahaya,Tidak Berbahaya
22189,2015,9,11,12,6.0,7.0,4.0,13.0,400.0,65.0,20.6,1011.8,10.7,0.0,NNE,2.2,Tidak Berbahaya,Tidak Berbahaya
22190,2015,9,11,13,7.0,8.0,3.0,13.0,400.0,70.0,21.1,1011.3,9.7,0.0,N,3.0,Tidak Berbahaya,Tidak Berbahaya
22191,2015,9,11,14,3.0,9.0,2.0,13.0,300.0,75.0,21.9,1010.7,9.1,0.0,N,2.3,Tidak Berbahaya,Tidak Berbahaya
22192,2015,9,11,15,5.0,5.0,2.0,15.0,300.0,77.0,22.1,1010.1,10.6,0.0,E,2.0,Tidak Berbahaya,Tidak Berbahaya
22193,2015,9,11,16,6.0,6.0,2.0,14.0,300.0,80.0,22.8,1009.2,10.2,0.0,SSW,1.0,Tidak Berbahaya,Tidak Berbahaya
22194,2015,9,11,17,9.0,17.0,2.0,20.0,400.0,77.0,22.9,1009.1,10.0,0.0,S,0.8,Tidak Berbahaya,Tidak Berbahaya
22195,2015,9,11,18,11.0,25.0,2.0,33.0,500.0,62.0,20.7,1009.0,10.8,0.0,SE,1.2,Tidak Berbahaya,Tidak Berbahaya
22196,2015,9,11,19,16.0,44.0,2.0,49.0,500.0,49.0,15.8,1011.2,12.0,3.8,N,4.4,Tidak Berbahaya,Tidak Berbahaya
22197,2015,9,11,20,10.0,67.0,2.0,28.0,500.0,46.0,14.8,1010.9,13.5,1.7,W,1.8,Tidak Berbahaya,Berbahaya
